order_id,order_date,city,zone,product,quantity,revenue
99,2025-12-05,Pune,North,Vegetables,5,435
100,2025-08-05,Pune,West,Vegetables,17,2040
101,2025-10-02,Pune,West,Rice,6,480
102,2025-01-19,Bangalore,North,Eggs,10,1390
103,2025-05-06,Mumbai,West,Vegetables,18,2538
104,2025-12-27,Delhi,East,Eggs,8,880
105,2025-11-08,Delhi,South,Eggs,17,1258
106,2025-02-13,Pune,West,Eggs,6,642
107,2025-03-21,Pune,East,Vegetables,15,1050
108,2025-08-15,Bangalore,West,Milk,5,425
109,2025-08-21,Delhi,South,Milk,18,1728
110,2025-01-12,Mumbai,West,Vegetables,3,195
111,2025-06-13,Mumbai,West,Bread,8,1128
112,2025-08-08,Pune,North,Vegetables,18,1386
113,2025-07-31,Pune,West,Eggs,17,2074
114,2025-02-04,Pune,South,Bread,13,1235
115,2025-10-30,Delhi,South,Bread,19,2242
116,2025-04-29,Delhi,South,Milk,18,972
117,2025-08-27,Delhi,East,Eggs,18,2610
118,2025-04-08,Delhi,East,Milk,17,2142
119,2025-01-06,Chandigarh,North,Eggs,16,1664
120,2025-01-23,Pune,North,Eggs,5,260
121,2025-03-24,Delhi,North,Milk,10,1230
122,2025-02-20,Pune,North,Vegetables,14,700
123,2025-02-03,Chandigarh,East,Bread,1,81
124,2025-04-28,Bangalore,East,Bread,2,206
125,2025-02-23,Chandigarh,North,Rice,12,1368
126,2025-07-26,Pune,North,Bread,17,1632
127,2025-04-13,Chandigarh,South,Bread,11,1100
128,2025-10-13,Bangalore,East,Bread,2,262
129,2025-12-01,Chandigarh,South,Bread,6,876
130,2025-05-13,Pune,West,Bread,19,2470
131,2025-09-30,Chandigarh,West,Eggs,17,2091
132,2025-02-22,Mumbai,North,Rice,2,110
133,2025-04-21,Delhi,East,Rice,11,1364
134,2025-12-26,Chandigarh,West,Milk,16,912
135,2025-07-14,Bangalore,North,Bread,3,435
136,2025-10-04,Pune,South,Vegetables,19,1292
137,2025-01-22,Pune,South,Milk,10,1100
138,2025-12-12,Mumbai,North,Bread,5,305
139,2025-03-14,Mumbai,North,Milk,13,988
140,2025-12-16,Bangalore,East,Eggs,15,1575
141,2025-10-19,Delhi,West,Milk,17,1275
142,2025-07-26,Mumbai,West,Bread,3,303
143,2025-01-14,Bangalore,West,Rice,13,975
144,2025-04-21,Bangalore,East,Vegetables,7,364
145,2025-10-21,Bangalore,East,Milk,13,871
146,2025-07-21,Delhi,North,Bread,5,385
147,2025-05-25,Pune,West,Milk,12,888
148,2025-03-08,Delhi,North,Bread,4,236
149,2025-04-21,Mumbai,East,Milk,15,2235
150,2025-02-11,Delhi,North,Vegetables,12,1584
151,2025-11-11,Pune,South,Eggs,2,216
152,2025-05-30,Pune,South,Vegetables,1,102
153,2025-11-14,Delhi,East,Rice,11,1221
154,2025-02-09,Pune,West,Bread,19,1520
155,2025-12-01,Delhi,South,Rice,11,583
156,2025-07-22,Mumbai,East,Eggs,2,256
157,2025-11-22,Mumbai,South,Vegetables,12,648
158,2025-08-13,Chandigarh,North,Vegetables,19,2527
159,2025-03-31,Pune,South,Rice,15,750
160,2025-09-16,Delhi,South,Bread,4,504
161,2025-05-18,Chandigarh,South,Eggs,10,540
162,2025-03-25,Delhi,East,Eggs,8,408
163,2025-09-22,Bangalore,East,Rice,9,594
164,2025-11-14,Chandigarh,West,Bread,17,2006
165,2025-05-17,Mumbai,West,Rice,14,1736
166,2025-10-23,Chandigarh,West,Eggs,3,150
167,2025-12-27,Pune,South,Vegetables,8,480
168,2025-06-14,Pune,East,Rice,3,402
169,2025-03-03,Chandigarh,North,Eggs,14,1050
170,2025-10-23,Bangalore,North,Milk,10,1380
171,2025-06-02,Delhi,North,Bread,15,2190
172,2025-04-14,Bangalore,East,Rice,14,1428
173,2025-03-08,Bangalore,West,Bread,6,330
174,2025-10-16,Chandigarh,South,Rice,15,1170
175,2025-02-07,Delhi,North,Eggs,4,312
176,2025-10-16,Chandigarh,South,Bread,5,380
177,2025-05-03,Mumbai,North,Eggs,10,540
178,2025-12-31,Chandigarh,West,Eggs,15,2235
179,2025-06-06,Chandigarh,West,Eggs,8,432
180,2025-04-05,Bangalore,East,Vegetables,2,152
181,2025-10-26,Bangalore,North,Vegetables,4,300
182,2025-12-26,Mumbai,South,Rice,11,1353
183,2025-05-21,Mumbai,North,Milk,12,1668
184,2025-06-20,Chandigarh,West,Vegetables,15,1635
185,2025-05-13,Pune,West,Bread,16,1872
186,2025-10-14,Mumbai,North,Rice,17,2397
187,2025-10-24,Bangalore,East,Milk,14,1246
188,2025-12-12,Chandigarh,South,Milk,14,980
189,2025-02-24,Bangalore,West,Eggs,1,112
190,2025-11-05,Delhi,South,Vegetables,15,1830
191,2025-03-04,Chandigarh,North,Bread,9,756
192,2025-07-29,Bangalore,South,Rice,11,957
193,2025-12-30,Bangalore,East,Milk,17,1564
194,2025-07-17,Pune,West,Milk,7,707
195,2025-03-04,Bangalore,South,Bread,17,1326
196,2025-02-18,Delhi,West,Milk,18,2412
197,2025-04-28,Chandigarh,East,Eggs,17,1173
198,2025-11-23,Delhi,West,Eggs,8,784
199,2025-07-30,Pune,North,Eggs,19,1995
200,2025-01-19,Mumbai,North,Rice,16,1424
201,2025-04-23,Mumbai,South,Rice,15,1725
202,2025-09-21,Pune,East,Rice,4,200
203,2025-06-11,Chandigarh,North,Vegetables,10,1230
204,2025-12-15,Delhi,North,Rice,18,1008
205,2025-09-06,Pune,East,Rice,8,824
206,2025-09-21,Mumbai,East,Rice,1,141
207,2025-06-14,Pune,South,Bread,16,1872
208,2025-09-20,Delhi,East,Eggs,7,861
209,2025-02-05,Pune,West,Bread,19,1292
210,2025-10-30,Pune,West,Rice,2,100
211,2025-07-14,Chandigarh,West,Eggs,10,510
212,2025-09-13,Delhi,South,Eggs,5,435
213,2025-12-08,Chandigarh,West,Milk,12,1776
214,2025-04-30,Bangalore,South,Milk,10,790
215,2025-01-14,Delhi,West,Bread,18,2340
216,2025-12-25,Delhi,South,Rice,13,962
217,2025-06-03,Mumbai,North,Eggs,14,742
218,2025-10-20,Bangalore,South,Bread,2,272
219,2025-02-10,Mumbai,North,Eggs,10,1490
220,2025-03-28,Pune,South,Eggs,6,750
221,2025-06-17,Mumbai,West,Eggs,6,840
222,2025-06-22,Delhi,South,Eggs,7,413
223,2025-05-10,Chandigarh,South,Rice,14,1582
224,2025-06-30,Chandigarh,East,Bread,1,100
225,2025-01-11,Chandigarh,North,Rice,11,979
226,2025-11-06,Mumbai,East,Eggs,7,1036
227,2025-08-27,Chandigarh,East,Rice,1,85
228,2025-12-31,Bangalore,South,Milk,11,1430
229,2025-07-20,Delhi,North,Milk,2,244
230,2025-01-25,Bangalore,East,Bread,11,1001
231,2025-04-12,Mumbai,West,Rice,5,465
232,2025-11-01,Pune,North,Bread,5,465
233,2025-01-12,Bangalore,West,Eggs,17,1632
234,2025-07-17,Delhi,South,Milk,17,2312
235,2025-02-28,Mumbai,North,Eggs,12,768
236,2025-09-23,Delhi,East,Bread,15,1215
237,2025-12-01,Pune,East,Milk,7,441
238,2025-11-24,Mumbai,East,Eggs,19,1843
239,2025-04-13,Delhi,South,Rice,18,2592
240,2025-10-28,Mumbai,East,Eggs,12,1308
241,2025-07-02,Chandigarh,East,Milk,11,979
242,2025-07-29,Delhi,West,Eggs,4,568
243,2025-11-07,Bangalore,South,Bread,10,1150
244,2025-10-01,Bangalore,East,Vegetables,13,806
245,2025-11-14,Pune,West,Milk,17,2414
246,2025-08-24,Delhi,South,Milk,16,1680
247,2025-03-06,Delhi,East,Eggs,7,931
248,2025-11-20,Mumbai,South,Eggs,14,1106
249,2025-03-14,Delhi,North,Vegetables,16,1824
250,2025-10-20,Pune,North,Rice,12,1296
251,2025-11-15,Bangalore,South,Eggs,6,528
252,2025-07-18,Chandigarh,West,Rice,2,148
253,2025-12-15,Pune,East,Eggs,8,552
254,2025-04-17,Mumbai,North,Bread,14,1722
255,2025-09-19,Pune,North,Milk,9,468
256,2025-01-20,Mumbai,North,Eggs,9,1332
257,2025-06-27,Mumbai,South,Milk,10,840
258,2025-08-15,Pune,West,Eggs,3,243
259,2025-11-25,Chandigarh,South,Eggs,15,2070
260,2025-04-15,Bangalore,East,Vegetables,2,120
261,2025-08-14,Chandigarh,South,Milk,9,1044
262,2025-01-25,Pune,East,Rice,15,1335
263,2025-05-04,Bangalore,North,Bread,2,274
264,2025-02-06,Chandigarh,West,Eggs,18,2142
265,2025-03-22,Mumbai,West,Eggs,5,630
266,2025-11-19,Mumbai,West,Rice,19,2033
267,2025-09-19,Bangalore,West,Vegetables,13,1066
268,2025-02-28,Delhi,North,Rice,1,108
269,2025-06-30,Mumbai,West,Rice,13,1794
270,2025-01-07,Pune,East,Eggs,6,654
271,2025-01-23,Mumbai,South,Rice,19,1520
272,2025-03-23,Chandigarh,South,Eggs,7,560
273,2025-08-12,Pune,South,Rice,12,1056
274,2025-12-26,Mumbai,West,Eggs,17,1122
275,2025-03-15,Delhi,West,Bread,3,357
276,2025-02-06,Pune,South,Vegetables,15,2145
277,2025-08-07,Delhi,West,Milk,4,468
278,2025-01-22,Mumbai,West,Rice,10,1140
279,2025-09-27,Pune,West,Vegetables,18,1782
280,2025-01-07,Pune,East,Milk,3,303
281,2025-02-27,Mumbai,South,Bread,6,768
282,2025-04-09,Pune,North,Eggs,4,520
283,2025-05-10,Chandigarh,South,Rice,11,891
284,2025-08-24,Chandigarh,North,Eggs,3,390
285,2025-12-23,Bangalore,West,Rice,15,1935
286,2025-09-14,Mumbai,West,Bread,5,260
287,2025-10-08,Chandigarh,South,Vegetables,3,339
288,2025-03-13,Chandigarh,South,Milk,16,1216
289,2025-11-05,Bangalore,South,Bread,17,2414
290,2025-12-15,Chandigarh,North,Vegetables,7,364
291,2025-02-15,Delhi,South,Milk,3,207
292,2025-08-16,Delhi,South,Milk,12,1596
293,2025-03-13,Bangalore,West,Eggs,2,274
294,2025-10-04,Mumbai,South,Bread,17,2057
295,2025-06-15,Bangalore,North,Milk,14,2016
296,2025-09-24,Bangalore,West,Milk,1,90
297,2025-02-15,Chandigarh,West,Milk,17,2125
298,2025-08-30,Chandigarh,North,Bread,10,890
299,2025-08-21,Pune,South,Milk,1,82
300,2025-04-13,Mumbai,South,Bread,13,975
301,2025-04-16,Chandigarh,North,Rice,14,896
302,2025-01-09,Delhi,East,Milk,3,165
303,2025-09-21,Mumbai,West,Vegetables,18,2250
304,2025-03-25,Chandigarh,South,Bread,15,840
305,2025-07-07,Mumbai,South,Rice,3,270
306,2025-03-28,Chandigarh,North,Milk,18,1098
307,2025-02-24,Chandigarh,North,Eggs,13,884
308,2025-03-23,Mumbai,East,Eggs,19,1767
309,2025-05-11,Chandigarh,South,Rice,9,972
310,2025-04-03,Delhi,East,Vegetables,3,330
311,2025-08-01,Mumbai,North,Vegetables,17,2431
312,2025-08-08,Chandigarh,South,Vegetables,5,265
313,2025-04-06,Delhi,West,Bread,18,1764
314,2025-03-07,Mumbai,West,Bread,2,298
315,2025-09-03,Pune,West,Rice,19,2033
316,2025-02-09,Pune,East,Milk,13,871
317,2025-01-08,Chandigarh,West,Bread,3,225
318,2025-11-30,Mumbai,East,Eggs,12,756
319,2025-02-10,Chandigarh,North,Milk,5,435
320,2025-05-25,Bangalore,North,Milk,2,238
321,2025-08-17,Pune,East,Milk,2,168
322,2025-06-13,Pune,East,Rice,8,1000
323,2025-04-28,Mumbai,North,Bread,10,1160
324,2025-12-27,Delhi,North,Vegetables,12,1716
325,2025-01-01,Delhi,West,Vegetables,8,736
326,2025-06-24,Pune,West,Eggs,11,946
327,2025-11-08,Chandigarh,East,Vegetables,17,1581
328,2025-05-10,Delhi,East,Eggs,18,2286
329,2025-07-17,Pune,North,Rice,1,84
330,2025-06-28,Chandigarh,South,Vegetables,5,410
331,2025-09-08,Bangalore,South,Bread,18,2466
332,2025-07-04,Bangalore,South,Vegetables,18,1404
333,2025-05-31,Pune,West,Bread,6,798
334,2025-12-07,Delhi,East,Eggs,10,570
335,2025-03-27,Mumbai,North,Bread,6,324
336,2025-04-24,Mumbai,North,Bread,11,1353
337,2025-08-20,Delhi,West,Rice,8,768
338,2025-10-29,Chandigarh,North,Milk,8,1104
339,2025-05-22,Pune,West,Eggs,19,1520
340,2025-08-08,Mumbai,South,Milk,9,1251
341,2025-03-30,Pune,North,Eggs,1,90
342,2025-11-20,Mumbai,North,Vegetables,13,1040
343,2025-03-23,Pune,North,Rice,6,408
344,2025-05-09,Delhi,North,Milk,13,1612
345,2025-05-23,Pune,East,Vegetables,12,1440
346,2025-08-12,Delhi,East,Vegetables,1,98
347,2025-09-24,Bangalore,West,Bread,6,834
348,2025-09-22,Bangalore,North,Bread,2,190
349,2025-04-27,Pune,South,Milk,8,776
350,2025-10-31,Pune,East,Vegetables,12,648
351,2025-02-12,Mumbai,West,Rice,4,256
352,2025-04-17,Pune,West,Milk,11,770
353,2025-02-20,Chandigarh,North,Eggs,4,496
354,2025-11-30,Pune,West,Eggs,19,1577
355,2025-06-06,Chandigarh,East,Bread,14,1064
356,2025-05-26,Mumbai,North,Eggs,4,316
357,2025-12-11,Bangalore,East,Vegetables,4,556
358,2025-06-08,Delhi,South,Eggs,10,880
359,2025-02-05,Chandigarh,West,Milk,10,1050
360,2025-12-28,Bangalore,North,Eggs,12,1128
361,2025-01-09,Mumbai,West,Bread,9,675
362,2025-06-01,Delhi,South,Rice,10,1210
363,2025-02-19,Bangalore,West,Vegetables,5,585
364,2025-12-11,Mumbai,East,Vegetables,7,861
365,2025-08-30,Pune,East,Milk,10,1460
366,2025-06-10,Pune,North,Eggs,3,441
367,2025-06-09,Bangalore,South,Milk,15,1260
368,2025-09-11,Delhi,South,Rice,14,1764
369,2025-05-26,Bangalore,South,Eggs,7,938
370,2025-08-29,Bangalore,East,Vegetables,7,630
371,2025-03-09,Mumbai,South,Bread,14,952
372,2025-08-20,Pune,North,Vegetables,7,595
373,2025-05-16,Delhi,East,Milk,3,366
374,2025-09-26,Delhi,West,Bread,7,819
375,2025-01-27,Pune,West,Bread,5,465
376,2025-02-27,Bangalore,South,Bread,3,279
377,2025-04-12,Delhi,East,Bread,12,612
378,2025-10-27,Mumbai,West,Eggs,8,568
379,2025-10-14,Delhi,East,Bread,13,1846
380,2025-05-25,Chandigarh,West,Vegetables,16,976
381,2025-01-30,Pune,East,Vegetables,3,195
382,2025-12-26,Chandigarh,North,Milk,19,1026
383,2025-08-19,Delhi,North,Vegetables,6,426
384,2025-05-22,Chandigarh,North,Bread,6,882
385,2025-12-27,Pune,South,Rice,13,1495
386,2025-11-27,Bangalore,West,Bread,9,1026
387,2025-11-07,Bangalore,South,Rice,4,524
388,2025-11-12,Pune,West,Bread,15,2025
389,2025-02-11,Mumbai,North,Rice,12,1176
390,2025-05-14,Bangalore,West,Vegetables,10,790
391,2025-06-12,Mumbai,East,Bread,14,1708
392,2025-07-25,Chandigarh,South,Bread,3,393
393,2025-09-10,Delhi,West,Milk,2,148
394,2025-11-06,Pune,West,Rice,14,1806
395,2025-01-25,Pune,North,Bread,3,270
396,2025-01-25,Chandigarh,North,Vegetables,8,560
397,2025-05-08,Chandigarh,North,Vegetables,12,972
398,2025-11-12,Pune,East,Bread,18,2556
399,2025-01-05,Bangalore,South,Bread,19,1520
400,2025-06-27,Pune,East,Milk,2,120
401,2025-04-09,Pune,North,Vegetables,19,1102
402,2025-03-21,Chandigarh,North,Vegetables,14,784
403,2025-09-30,Pune,East,Vegetables,4,356
404,2025-08-19,Mumbai,East,Eggs,4,348
405,2025-06-04,Chandigarh,South,Eggs,3,168
406,2025-03-03,Bangalore,North,Eggs,5,520
407,2025-11-10,Pune,North,Eggs,10,1360
408,2025-06-30,Mumbai,North,Eggs,18,2412
409,2025-07-07,Bangalore,East,Eggs,4,520
410,2025-02-21,Chandigarh,South,Rice,4,332
411,2025-02-11,Pune,South,Eggs,9,1278
412,2025-01-17,Delhi,North,Milk,17,1921
413,2025-02-17,Pune,North,Bread,2,218
414,2025-08-20,Pune,West,Rice,18,1926
415,2025-08-02,Delhi,East,Milk,2,114
416,2025-03-10,Chandigarh,North,Eggs,13,1716
417,2025-07-19,Delhi,East,Rice,8,1008
418,2025-06-01,Delhi,North,Vegetables,1,100
419,2025-08-16,Bangalore,West,Rice,8,856
420,2025-02-20,Bangalore,South,Eggs,7,539
421,2025-12-18,Mumbai,South,Vegetables,5,715
422,2025-05-16,Delhi,North,Bread,17,2448
423,2025-02-18,Chandigarh,South,Vegetables,15,1485
424,2025-08-05,Mumbai,East,Bread,14,1260
425,2025-06-13,Chandigarh,East,Bread,10,700
426,2025-06-09,Chandigarh,South,Rice,13,1326
427,2025-09-30,Mumbai,East,Milk,10,640
428,2025-11-30,Chandigarh,South,Milk,8,864
429,2025-08-01,Chandigarh,West,Rice,18,1278
430,2025-05-02,Delhi,West,Milk,14,980
431,2025-05-29,Pune,South,Eggs,15,1005
432,2025-12-26,Chandigarh,West,Rice,8,760
433,2025-01-22,Chandigarh,North,Eggs,11,1518
434,2025-01-29,Pune,East,Vegetables,18,918
435,2025-03-29,Chandigarh,North,Rice,18,2592
436,2025-12-19,Bangalore,East,Rice,5,550
437,2025-05-08,Pune,East,Bread,7,518
438,2025-05-09,Chandigarh,North,Rice,16,1936
439,2025-04-14,Bangalore,West,Bread,1,53
440,2025-01-10,Pune,West,Rice,2,276
441,2025-04-22,Pune,North,Vegetables,2,180
442,2025-08-22,Mumbai,South,Vegetables,4,540
443,2025-01-14,Delhi,South,Eggs,17,2159
444,2025-08-31,Bangalore,North,Bread,11,715
445,2025-01-20,Mumbai,West,Rice,4,212
446,2025-11-06,Pune,South,Vegetables,5,670
447,2025-09-30,Chandigarh,North,Rice,13,897
448,2025-07-05,Chandigarh,West,Bread,5,645
449,2025-06-08,Chandigarh,West,Rice,18,1224
450,2025-07-30,Pune,West,Bread,17,1904
451,2025-12-22,Bangalore,West,Eggs,6,480
452,2025-07-02,Delhi,East,Milk,4,572
453,2025-04-26,Delhi,East,Vegetables,18,2016
454,2025-11-09,Chandigarh,South,Eggs,15,1860
455,2025-07-17,Chandigarh,West,Rice,1,66
456,2025-02-16,Chandigarh,East,Milk,15,1785
457,2025-03-02,Mumbai,South,Rice,16,1888
458,2025-09-11,Pune,South,Milk,13,1859
459,2025-09-02,Bangalore,South,Rice,13,1300
460,2025-03-10,Pune,West,Eggs,14,1050
461,2025-03-15,Pune,West,Bread,17,1190
462,2025-05-09,Delhi,West,Milk,4,352
463,2025-12-30,Chandigarh,North,Vegetables,14,1526
464,2025-12-30,Mumbai,South,Vegetables,4,536
465,2025-08-08,Mumbai,West,Bread,7,588
466,2025-02-13,Delhi,North,Vegetables,13,1547
467,2025-12-04,Mumbai,East,Milk,11,1463
468,2025-01-07,Mumbai,West,Rice,4,396
469,2025-07-18,Pune,South,Bread,15,1455
470,2025-11-09,Pune,South,Eggs,12,756
471,2025-05-11,Mumbai,North,Milk,18,2124
472,2025-12-07,Chandigarh,North,Eggs,19,2622
473,2025-06-27,Pune,West,Bread,9,738
474,2025-10-16,Delhi,West,Eggs,7,945
475,2025-02-12,Delhi,East,Milk,2,154
476,2025-07-17,Mumbai,North,Bread,17,2499
477,2025-01-22,Delhi,South,Bread,5,255
478,2025-05-05,Chandigarh,West,Vegetables,2,130
479,2025-07-11,Bangalore,East,Milk,10,1480
480,2025-01-20,Mumbai,East,Vegetables,7,490
481,2025-05-23,Pune,East,Vegetables,14,1890
482,2025-06-17,Mumbai,West,Bread,14,1064
483,2025-03-07,Delhi,West,Rice,17,1904
484,2025-04-07,Mumbai,West,Rice,8,744
485,2025-10-06,Delhi,East,Bread,6,528
486,2025-07-16,Bangalore,East,Vegetables,11,748
487,2025-10-24,Chandigarh,North,Eggs,10,570
488,2025-02-16,Mumbai,South,Vegetables,8,832
489,2025-09-20,Bangalore,North,Rice,6,366
490,2025-08-08,Delhi,East,Eggs,18,1602
491,2025-09-03,Bangalore,West,Milk,16,848
492,2025-10-29,Delhi,East,Eggs,12,720
493,2025-09-17,Chandigarh,South,Bread,13,1079
494,2025-05-11,Delhi,West,Milk,5,370
495,2025-05-13,Bangalore,North,Vegetables,2,150
496,2025-05-14,Bangalore,West,Vegetables,9,891
497,2025-12-30,Chandigarh,North,Eggs,11,1265
498,2025-05-11,Chandigarh,West,Bread,2,270
499,2025-06-05,Mumbai,South,Milk,16,1120
500,2025-02-03,Delhi,East,Bread,3,303
501,2025-10-06,Delhi,North,Vegetables,11,1166
502,2025-09-28,Bangalore,East,Milk,11,1573
503,2025-03-07,Bangalore,West,Vegetables,16,1328
504,2025-07-20,Chandigarh,West,Milk,15,1320
505,2025-05-08,Bangalore,West,Bread,8,1088
506,2025-05-23,Pune,East,Milk,15,1305
507,2025-02-08,Delhi,East,Vegetables,14,882
508,2025-07-29,Bangalore,North,Rice,13,1664
509,2025-02-07,Chandigarh,North,Rice,2,190
510,2025-11-30,Bangalore,West,Milk,19,1501
511,2025-09-27,Mumbai,South,Milk,8,1096
512,2025-10-02,Delhi,West,Vegetables,19,1900
513,2025-07-25,Delhi,East,Vegetables,13,1560
514,2025-04-30,Pune,North,Vegetables,19,1824
515,2025-10-13,Delhi,West,Milk,8,1040
516,2025-11-05,Bangalore,North,Rice,14,1736
517,2025-02-10,Chandigarh,East,Vegetables,14,2002
518,2025-12-27,Pune,South,Milk,8,408
519,2025-03-03,Delhi,West,Vegetables,16,2272
520,2025-03-05,Mumbai,North,Eggs,3,180
521,2025-10-03,Pune,East,Vegetables,5,485
522,2025-11-20,Bangalore,North,Bread,1,122
523,2025-10-28,Chandigarh,South,Vegetables,1,57
524,2025-01-15,Delhi,East,Bread,14,1344
525,2025-11-03,Chandigarh,North,Eggs,8,560
526,2025-11-07,Chandigarh,West,Vegetables,19,1007
527,2025-03-08,Chandigarh,South,Bread,12,1128
528,2025-03-13,Delhi,South,Milk,9,450
529,2025-08-06,Bangalore,West,Rice,12,660
530,2025-04-03,Pune,North,Rice,10,1140
531,2025-10-18,Pune,West,Milk,8,504
532,2025-02-18,Delhi,South,Rice,13,1430
533,2025-10-22,Pune,North,Milk,1,139
534,2025-08-21,Delhi,West,Eggs,10,1030
535,2025-01-17,Pune,East,Rice,17,1530
536,2025-02-10,Pune,West,Rice,7,728
537,2025-11-29,Pune,North,Vegetables,14,952
538,2025-03-13,Pune,North,Eggs,19,2375
539,2025-08-28,Delhi,North,Bread,12,1320
540,2025-09-07,Pune,West,Milk,7,987
541,2025-06-07,Pune,East,Milk,14,1904
542,2025-12-04,Mumbai,South,Vegetables,15,1995
543,2025-03-23,Pune,East,Vegetables,1,85
544,2025-04-23,Delhi,West,Bread,8,1064
