complaint_id,category,city,severity
364,Missing Item,Mumbai,Medium
365,Damaged Product,Bangalore,Low
366,Late Delivery,Mumbai,Low
367,Damaged Product,Bangalore,Low
368,Damaged Product,Mumbai,Medium
369,Wrong Item,Pune,Medium
370,Missing Item,Bangalore,Low
371,Missing Item,Pune,High
372,Wrong Item,Pune,Low
373,Late Delivery,Mumbai,Medium
374,Damaged Product,Bangalore,High
375,Missing Item,Bangalore,Low
376,Late Delivery,Chandigarh,High
377,Late Delivery,Mumbai,Low
378,Damaged Product,Delhi,Medium
379,Missing Item,Bangalore,Medium
380,Damaged Product,Chandigarh,Low
381,Wrong Item,Pune,Low
382,Wrong Item,Pune,High
383,Wrong Item,Delhi,Low
384,Missing Item,Chandigarh,High
385,Wrong Item,Bangalore,Medium
386,Damaged Product,Bangalore,High
387,Wrong Item,Pune,Medium
388,Damaged Product,Mumbai,High
389,Damaged Product,Delhi,High
390,Missing Item,Bangalore,Low
391,Missing Item,Chandigarh,Low
392,Missing Item,Bangalore,High
393,Missing Item,Pune,Low
394,Missing Item,Delhi,Low
395,Late Delivery,Chandigarh,High
396,Damaged Product,Delhi,Low
397,Wrong Item,Chandigarh,Medium
398,Late Delivery,Bangalore,Low
399,Missing Item,Pune,Low
400,Damaged Product,Bangalore,Low
401,Wrong Item,Delhi,Medium
402,Missing Item,Chandigarh,High
403,Damaged Product,Mumbai,Low
404,Late Delivery,Mumbai,Medium
405,Wrong Item,Chandigarh,High
406,Damaged Product,Bangalore,High
407,Missing Item,Pune,Low
408,Late Delivery,Delhi,Low
409,Wrong Item,Pune,High
410,Missing Item,Bangalore,Low
411,Missing Item,Pune,Low
412,Damaged Product,Mumbai,Medium
413,Wrong Item,Delhi,Medium
414,Late Delivery,Pune,Medium
415,Damaged Product,Pune,Low
416,Missing Item,Mumbai,Medium
417,Wrong Item,Chandigarh,High
418,Missing Item,Delhi,Medium
419,Missing Item,Chandigarh,Medium
420,Missing Item,Bangalore,Medium
421,Wrong Item,Mumbai,Medium
422,Missing Item,Mumbai,Low
423,Late Delivery,Mumbai,Low
424,Late Delivery,Chandigarh,Medium
425,Wrong Item,Chandigarh,Low
426,Wrong Item,Bangalore,Low
427,Late Delivery,Mumbai,Low
428,Wrong Item,Delhi,Low
429,Missing Item,Mumbai,High
430,Missing Item,Mumbai,Medium
431,Missing Item,Chandigarh,Medium
432,Late Delivery,Pune,Low
433,Wrong Item,Bangalore,Medium
434,Late Delivery,Delhi,Medium
435,Missing Item,Chandigarh,Medium
436,Damaged Product,Pune,High
437,Damaged Product,Delhi,Medium
438,Late Delivery,Chandigarh,High
439,Damaged Product,Delhi,Low
440,Missing Item,Chandigarh,Medium
441,Late Delivery,Delhi,High
442,Wrong Item,Mumbai,Low
443,Missing Item,Mumbai,Low
444,Wrong Item,Chandigarh,High
445,Late Delivery,Pune,High
446,Late Delivery,Delhi,High
447,Missing Item,Pune,Low
448,Late Delivery,Bangalore,Low
449,Late Delivery,Pune,Low
450,Damaged Product,Delhi,Medium
451,Missing Item,Pune,High
452,Damaged Product,Chandigarh,High
453,Missing Item,Delhi,Medium
454,Damaged Product,Pune,High
455,Late Delivery,Chandigarh,High
456,Wrong Item,Bangalore,Medium
457,Wrong Item,Mumbai,Medium
458,Missing Item,Mumbai,Low
459,Missing Item,Chandigarh,Low
460,Late Delivery,Bangalore,Low
461,Wrong Item,Mumbai,Medium
462,Damaged Product,Mumbai,Low
463,Damaged Product,Pune,Medium
464,Damaged Product,Chandigarh,Medium
465,Damaged Product,Bangalore,Medium
466,Damaged Product,Chandigarh,High
467,Damaged Product,Bangalore,Low
468,Missing Item,Mumbai,Low
469,Missing Item,Bangalore,Medium
470,Wrong Item,Chandigarh,Medium
471,Missing Item,Pune,Medium
472,Late Delivery,Bangalore,Medium
473,Damaged Product,Pune,High
474,Missing Item,Chandigarh,High
475,Late Delivery,Pune,Low
476,Missing Item,Mumbai,Low
477,Damaged Product,Delhi,Medium
478,Wrong Item,Delhi,Low
479,Missing Item,Pune,Low
480,Wrong Item,Delhi,Low
481,Damaged Product,Bangalore,High
482,Missing Item,Mumbai,Medium
483,Wrong Item,Bangalore,Medium
484,Damaged Product,Chandigarh,High
485,Missing Item,Mumbai,High
486,Damaged Product,Bangalore,High
487,Wrong Item,Pune,High
488,Late Delivery,Pune,High
489,Damaged Product,Delhi,High
490,Missing Item,Delhi,Low
491,Missing Item,Chandigarh,Low
492,Missing Item,Mumbai,High
493,Damaged Product,Mumbai,Low
494,Wrong Item,Chandigarh,Low
495,Damaged Product,Delhi,Low
496,Wrong Item,Bangalore,High
497,Damaged Product,Bangalore,Medium
498,Wrong Item,Bangalore,High
499,Late Delivery,Pune,Medium
500,Wrong Item,Pune,Low
501,Damaged Product,Delhi,High
502,Wrong Item,Chandigarh,Medium
503,Late Delivery,Pune,Medium
504,Missing Item,Bangalore,Medium
505,Late Delivery,Chandigarh,High
506,Wrong Item,Delhi,Low
507,Wrong Item,Pune,Low
508,Wrong Item,Chandigarh,Low
509,Wrong Item,Pune,Medium
510,Wrong Item,Pune,Low
511,Late Delivery,Mumbai,Low
512,Missing Item,Mumbai,High
513,Late Delivery,Chandigarh,High
514,Wrong Item,Pune,Medium
515,Late Delivery,Delhi,Low
516,Damaged Product,Mumbai,Medium
517,Missing Item,Delhi,Low
518,Damaged Product,Chandigarh,Low
519,Damaged Product,Bangalore,High
520,Late Delivery,Chandigarh,Low
521,Late Delivery,Delhi,High
522,Damaged Product,Bangalore,Medium
523,Damaged Product,Pune,Low
524,Damaged Product,Pune,Medium
525,Wrong Item,Mumbai,High
526,Late Delivery,Mumbai,Medium
527,Late Delivery,Pune,Low
528,Missing Item,Bangalore,High
529,Late Delivery,Delhi,High
530,Missing Item,Chandigarh,High
531,Missing Item,Pune,Medium
532,Damaged Product,Bangalore,High
533,Wrong Item,Chandigarh,High
534,Wrong Item,Mumbai,Low
535,Wrong Item,Mumbai,High
536,Damaged Product,Pune,Low
537,Damaged Product,Chandigarh,High
538,Missing Item,Delhi,Medium
539,Damaged Product,Pune,Medium
540,Wrong Item,Mumbai,Low
541,Late Delivery,Delhi,Medium
542,Wrong Item,Bangalore,High
543,Late Delivery,Chandigarh,Low
544,Late Delivery,Bangalore,Medium
545,Wrong Item,Bangalore,High
546,Damaged Product,Pune,Medium
547,Late Delivery,Delhi,Medium
548,Wrong Item,Bangalore,Low
549,Missing Item,Bangalore,High
550,Wrong Item,Bangalore,Low
551,Late Delivery,Delhi,High
552,Wrong Item,Bangalore,High
553,Wrong Item,Mumbai,High
554,Missing Item,Mumbai,Low
555,Damaged Product,Chandigarh,Medium
556,Damaged Product,Pune,Low
557,Missing Item,Chandigarh,Low
558,Wrong Item,Delhi,Low
559,Late Delivery,Pune,Medium
560,Damaged Product,Chandigarh,High
561,Wrong Item,Pune,Medium
562,Wrong Item,Delhi,Low
563,Missing Item,Bangalore,Low
564,Late Delivery,Bangalore,High
565,Missing Item,Mumbai,High
566,Missing Item,Chandigarh,Low
567,Wrong Item,Bangalore,Medium
568,Wrong Item,Mumbai,Medium
569,Missing Item,Pune,High
570,Late Delivery,Mumbai,Low
571,Wrong Item,Delhi,Low
572,Wrong Item,Bangalore,Low
573,Damaged Product,Chandigarh,Medium
574,Late Delivery,Bangalore,High
575,Late Delivery,Delhi,Medium
576,Late Delivery,Delhi,Low
577,Missing Item,Pune,Medium
578,Late Delivery,Chandigarh,Low
579,Wrong Item,Chandigarh,High
580,Damaged Product,Chandigarh,Medium
581,Late Delivery,Delhi,High
582,Damaged Product,Bangalore,High
583,Late Delivery,Bangalore,Medium
584,Wrong Item,Chandigarh,High
585,Late Delivery,Chandigarh,High
586,Damaged Product,Mumbai,High
587,Wrong Item,Chandigarh,High
588,Damaged Product,Bangalore,High
589,Damaged Product,Bangalore,Low
590,Damaged Product,Chandigarh,Medium
591,Late Delivery,Chandigarh,High
592,Missing Item,Pune,Medium
593,Wrong Item,Mumbai,Medium
594,Missing Item,Mumbai,High
595,Late Delivery,Mumbai,Low
596,Missing Item,Pune,Medium
597,Damaged Product,Pune,High
598,Late Delivery,Pune,Low
599,Wrong Item,Delhi,Medium
600,Damaged Product,Delhi,Low
601,Missing Item,Delhi,Medium
602,Wrong Item,Mumbai,High
603,Missing Item,Delhi,High
604,Damaged Product,Chandigarh,High
605,Missing Item,Bangalore,High
606,Missing Item,Delhi,Low
607,Wrong Item,Pune,High
608,Missing Item,Bangalore,High
609,Late Delivery,Bangalore,Low
610,Late Delivery,Mumbai,Low
611,Missing Item,Bangalore,High
612,Late Delivery,Pune,Low
613,Wrong Item,Pune,Medium
614,Wrong Item,Bangalore,Medium
615,Damaged Product,Delhi,High
616,Missing Item,Bangalore,High
617,Damaged Product,Pune,High
618,Missing Item,Chandigarh,Low
619,Missing Item,Chandigarh,Medium
620,Missing Item,Bangalore,Low
621,Missing Item,Delhi,High
622,Damaged Product,Bangalore,Low
623,Missing Item,Mumbai,Medium
624,Damaged Product,Chandigarh,Medium
625,Damaged Product,Delhi,Low
626,Wrong Item,Mumbai,Low
627,Missing Item,Pune,High
628,Late Delivery,Pune,Medium
629,Late Delivery,Chandigarh,Low
630,Late Delivery,Pune,Medium
631,Late Delivery,Bangalore,Low
632,Damaged Product,Pune,Medium
633,Damaged Product,Mumbai,High
634,Missing Item,Chandigarh,Medium
635,Damaged Product,Pune,Medium
636,Damaged Product,Chandigarh,Low
637,Damaged Product,Delhi,Medium
638,Late Delivery,Bangalore,High
639,Missing Item,Chandigarh,Medium
640,Damaged Product,Pune,Low
641,Missing Item,Bangalore,High
642,Wrong Item,Chandigarh,Low
643,Missing Item,Delhi,High
644,Damaged Product,Mumbai,Medium
645,Wrong Item,Mumbai,Low
646,Damaged Product,Mumbai,High
647,Wrong Item,Delhi,Medium
648,Late Delivery,Chandigarh,Low
649,Late Delivery,Bangalore,High
650,Damaged Product,Bangalore,Low
651,Damaged Product,Chandigarh,Low
652,Wrong Item,Chandigarh,Low
653,Damaged Product,Pune,Medium
654,Damaged Product,Pune,Low
655,Wrong Item,Delhi,Medium
656,Damaged Product,Mumbai,Medium
657,Late Delivery,Delhi,High
658,Missing Item,Mumbai,Medium
659,Late Delivery,Bangalore,Low
660,Late Delivery,Mumbai,High
661,Late Delivery,Pune,High
662,Missing Item,Delhi,High
663,Damaged Product,Delhi,Low
664,Missing Item,Bangalore,Medium
665,Wrong Item,Chandigarh,Medium
666,Late Delivery,Chandigarh,Low
667,Missing Item,Delhi,Medium
668,Missing Item,Delhi,Medium
669,Missing Item,Chandigarh,Low
670,Damaged Product,Bangalore,Medium
671,Late Delivery,Delhi,High
672,Wrong Item,Bangalore,High
673,Damaged Product,Chandigarh,High
674,Missing Item,Mumbai,Low
675,Wrong Item,Mumbai,Low
676,Wrong Item,Mumbai,High
677,Late Delivery,Pune,Medium
678,Late Delivery,Delhi,Medium
679,Missing Item,Bangalore,Medium
680,Damaged Product,Chandigarh,Medium
681,Late Delivery,Pune,Low
682,Damaged Product,Bangalore,Low
683,Late Delivery,Delhi,Low
684,Missing Item,Chandigarh,Low
685,Wrong Item,Chandigarh,Low
686,Missing Item,Chandigarh,Medium
687,Late Delivery,Bangalore,Medium
688,Late Delivery,Delhi,Medium
689,Wrong Item,Bangalore,Low
690,Wrong Item,Bangalore,Low
691,Wrong Item,Mumbai,Low
692,Damaged Product,Delhi,Low
693,Late Delivery,Chandigarh,Medium
694,Damaged Product,Chandigarh,Low
695,Damaged Product,Delhi,High
696,Wrong Item,Chandigarh,High
697,Damaged Product,Mumbai,Low
698,Late Delivery,Chandigarh,High
699,Late Delivery,Delhi,Low
700,Damaged Product,Chandigarh,Low
701,Late Delivery,Mumbai,Medium
702,Wrong Item,Bangalore,Medium
703,Wrong Item,Chandigarh,Medium
704,Damaged Product,Mumbai,Low
705,Late Delivery,Chandigarh,High
706,Damaged Product,Chandigarh,High
707,Damaged Product,Bangalore,High
708,Damaged Product,Chandigarh,High
709,Wrong Item,Mumbai,High
710,Damaged Product,Bangalore,Low
711,Missing Item,Bangalore,Medium
712,Late Delivery,Bangalore,Medium
713,Missing Item,Pune,Medium
714,Damaged Product,Mumbai,Medium
715,Missing Item,Pune,Low
716,Wrong Item,Delhi,High
717,Late Delivery,Pune,Low
718,Late Delivery,Chandigarh,Low
719,Late Delivery,Chandigarh,Medium
720,Wrong Item,Pune,Medium
721,Wrong Item,Bangalore,Low
722,Missing Item,Pune,Low
723,Missing Item,Chandigarh,High
724,Wrong Item,Mumbai,Low
725,Damaged Product,Chandigarh,Low
726,Damaged Product,Mumbai,Low
727,Late Delivery,Pune,Medium
728,Late Delivery,Delhi,High
729,Late Delivery,Delhi,Medium
730,Missing Item,Mumbai,Medium
731,Wrong Item,Mumbai,High
732,Wrong Item,Chandigarh,Low
733,Damaged Product,Delhi,Medium
734,Damaged Product,Chandigarh,Medium
735,Wrong Item,Mumbai,High
736,Damaged Product,Pune,Medium
737,Missing Item,Pune,High
738,Wrong Item,Bangalore,High
739,Missing Item,Pune,Low
740,Wrong Item,Bangalore,Low
741,Late Delivery,Bangalore,Medium
742,Damaged Product,Bangalore,Low
743,Missing Item,Chandigarh,Medium
744,Damaged Product,Mumbai,Medium
745,Wrong Item,Mumbai,Medium
746,Late Delivery,Bangalore,Low
747,Wrong Item,Bangalore,Medium
748,Late Delivery,Mumbai,High
749,Wrong Item,Chandigarh,Low
750,Wrong Item,Chandigarh,Medium
751,Damaged Product,Bangalore,Medium
752,Missing Item,Delhi,Medium
753,Late Delivery,Pune,Low
754,Wrong Item,Chandigarh,Low
755,Missing Item,Delhi,Low
756,Damaged Product,Bangalore,Medium
757,Damaged Product,Mumbai,Medium
758,Wrong Item,Mumbai,Low
759,Late Delivery,Delhi,High
760,Missing Item,Bangalore,Medium
761,Missing Item,Mumbai,Medium
762,Damaged Product,Delhi,High
763,Damaged Product,Bangalore,Low
764,Wrong Item,Delhi,Low
765,Damaged Product,Mumbai,High
766,Damaged Product,Mumbai,Medium
767,Late Delivery,Chandigarh,High
768,Wrong Item,Mumbai,High
769,Late Delivery,Chandigarh,Low
770,Late Delivery,Bangalore,High
771,Missing Item,Mumbai,Low
772,Damaged Product,Delhi,High
773,Late Delivery,Bangalore,High
774,Damaged Product,Bangalore,Medium
775,Late Delivery,Pune,Low
776,Missing Item,Pune,High
777,Damaged Product,Delhi,High
778,Late Delivery,Bangalore,Medium
779,Late Delivery,Chandigarh,Medium
780,Damaged Product,Delhi,Low
781,Wrong Item,Mumbai,Medium
782,Wrong Item,Mumbai,High
783,Missing Item,Pune,Low
784,Missing Item,Pune,Medium
785,Missing Item,Bangalore,High
786,Damaged Product,Pune,Low
787,Wrong Item,Delhi,Low
788,Missing Item,Chandigarh,Medium
789,Damaged Product,Chandigarh,Medium
790,Late Delivery,Delhi,Low
791,Wrong Item,Chandigarh,Medium
792,Damaged Product,Bangalore,Low
793,Missing Item,Pune,Medium
794,Late Delivery,Pune,High
795,Late Delivery,Delhi,Medium
796,Missing Item,Delhi,High
797,Late Delivery,Delhi,High
798,Damaged Product,Pune,High
799,Wrong Item,Mumbai,High
800,Late Delivery,Chandigarh,High
801,Late Delivery,Bangalore,Medium
